nombre_obra,arquitecto,año_construccion,latitud,longitud,importancia,id,añadido_por,categoria,visitable,foto_url,enlace_url,estado_acceso
Edificio Julián I,Emilio Giménez Julián,,39.47601741606673,-0.36081115322574303,3,CTAV2220,CTAV,Edificio de viviendas,false,https://arquitecturavalencia.es/img/comprimido/868.jpg,https://guiactav.com/obra/2220,exterior_visible
Edificio Noguera I,Francisco Mora Berenguer,,39.47006901541619,-0.37566398223200503,1,CTAV2449,CTAV,Edificio de viviendas,false,https://arquitecturavalencia.es/img/comprimido/1349.jpg,https://guiactav.com/obra/2449,exterior_visible
Edificio Gómez II,Francisco Mora Berenguer,,39.473095161468706,-0.37143941802700253,3,CTAV2481,CTAV,Edificio de viviendas,false,https://arquitecturavalencia.es/img/comprimido/1392.jpg,https://guiactav.com/obra/2481,exterior_visible
"Centro de Empleo, Emprendimiento e Innovación del Ayuntamiento de València (Antigua Harinera Levantina)",Eugenio López Aracil,,39.45845297078472,-0.33647395881703457,1,CTAV2395,CTAV,Edificio administrativo,false,https://arquitecturavalencia.es/img/comprimido/1154.jpg,https://guiactav.com/obra/2395,exterior_visible
Edificio Nebot-Pellicer I,Víctor Bueso Bellot,,39.471503510778795,-0.37403890449229843,1,CTAV2256,CTAV,Edificio de viviendas,false,https://arquitecturavalencia.es/img/comprimido/936.jpg,https://guiactav.com/obra/2256,exterior_visible
Tesorería General de la Seguridad Social (Casa del Xavo),"Enrique Viedma Vidal, Enric Sagnier i Villavechia",,39.468581480741605,-0.37728106378809945,2,CTAV2385,CTAV,Edificio administrativo,false,https://arquitecturavalencia.es/img/comprimido/1140.jpg,https://guiactav.com/obra/2385,exterior_visible
Edificio Ortí Palanca,Luis Gay Ramos,,39.47338979907442,-0.37102486456444544,2,CTAV2288,CTAV,Edificio de viviendas,false,https://arquitecturavalencia.es/img/comprimido/992.jpg,https://guiactav.com/obra/2288,exterior_visible
Edificio Conde de Montornés,"Pepe Font Jimenez, Curro Mestre Jordá",,39.47374758573795,-0.3703652402102938,3,CTAV2108,CTAV,Edificio de viviendas,false,https://arquitecturavalencia.es/img/comprimido/649.jpg,https://guiactav.com/obra/2108,exterior_visible
Estación València Joaquín Sorolla (Estación provisional del AVE),"Elvira Puchades Gimeno, Jorge Bernabéu Larena, (IDOM-ACXT)",,39.46026113436702,-0.3810866609367185,1,CTAV2081,CTAV,Transporte,false,https://arquitecturavalencia.es/img/comprimido/595.jpg,https://guiactav.com/obra/2081,exterior_visible
Edificio Santonja,Luis Albert Ballesteros,,39.4689128261682,-0.3771599664968551,3,CTAV2344,CTAV,Edificio de viviendas,false,https://arquitecturavalencia.es/img/comprimido/1081.jpg,https://guiactav.com/obra/2344,exterior_visible
