nombre_obra,arquitecto,año_construccion,latitud,longitud,importancia,id,añadido_por,categoria,visitable,foto_url,enlace_url,estado_acceso
"Edificio Ortiz","Lorenzo Criado Oltra",,39.46598063346914,-0.3704947936450903,3,2351,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1090.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificios Noguera II","Francisco Almenar Quinzá",,39.465256431972485,-0.37166206116601935,3,2398,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1158.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Jardín Alfredo Candel","Arancha Muñoz Criado / Eduardo de Miguel Arbonés",,39.47068300482581,-0.3562743604512435,3,2139,,Espacio público,true,https://arquitecturavalencia.es/img/comprimido/710.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Puente del Mar","Sin arquitecto",,39.470262681764574,-0.36370433454161644,3,2695,,Puentes,true,https://arquitecturavalencia.es/img/comprimido/0,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Peris","Carlos Carbonell Pañella",,39.469045993792555,-0.36701792916077436,3,2427,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1314.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Antolí","Javier Goerlich Lleó",,39.46914683978386,-0.366836191218803,3,2310,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1024.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificios Peset y Llorca","Mariano Peset Aleixandre",,39.46963826502189,-0.3657008835020157,3,2324,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1049.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Parroquia del Patriarca San José y Grupo Escolar La Anunciación","Juan José Estellés Ceba",,39.463986352724135,-0.3446801176522928,3,2227,,Edificio religioso,true,https://arquitecturavalencia.es/img/comprimido/878.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Andrés","Manuel Peris Ferrando",,39.46874487297755,-0.3677100572281635,3,2431,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1318.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Orero-Esteban","Adrián Llombart Alegret",,39.464554576177385,-0.37258373983691717,3,2362,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1101.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
